Unnamed: 0,*出处ISBN/AS-ID,*页码,被拆解语句,*事件名【主体名+动词+客体名（地点名）】,*事件ID,*起始日期（YYYY/MM/DD）,结束日期（YYYY/MM/DD）,时间备注（非公历纪年，无年份信息）,*地点,*地点ID,*主体人物/组织,*主体ID,客体人物/组织,客体ID,关系,人物备注,谓词,事件类型,作品,作品ID,作品备注,会议,会议ID,会议备注,其他说明
,7010021562,141,中共红四军第九次代表大会在福建上杭古田的溪背村曙光小学召开。大会由陈毅主持。会议改选了前委，选举毛泽东、朱德、陈毅、李任予、黄益善、罗荣桓、林彪、伍中豪、谭震林、宋裕和、田桂祥11人为前委正式委员，杨岳彬、熊寿祺、李长寿3人为候补委员，毛泽东为书记。,陈毅任中共红四军前委委员（古田县）,1046,1929-12-28 00:00:00.000000000,1929-12-29,,古田县,797.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,145,根据“二七会议”的决定，陈毅调任红六军政治委员兼军委书记。,陈毅任红六军政治委员兼军委书记（吉安市）,803,1930-02-01 00:00:00.000000000,,,吉安市,804.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,148,出席在长汀县南阳乡(今属上杭)龙田书院召开的中共红四军前委和闽西特委联席会议(即“南阳会议”)。,陈毅出席南阳会议（上杭县）,820,1930-06-01 00:00:00.000000000,,,上杭县,758.0,陈毅,agent_person/7993,,,,,参加,会议,,,,,Un2,南阳会议,
,7010021562,154,陈毅率部途经泰和时与萧菊英结婚。,陈毅与萧菊英结婚（泰和县）,841,1930-10-01 00:00:00.000000000,,1930年10月下旬,泰和县,842.0,陈毅,agent_person/7993,萧菊英,agent_person/10238,夫妻,,,结婚,,,,,,,
,7010021562,152,总前委在吉安召开万人庆祝大会，宣布成立江西省苏维埃政府，曾山为主席，方志敏、陈正人、毛泽东、朱德、彭德怀、陈毅等53人为委员。,陈毅任江西省苏维埃政府委员（吉安市）,838,1930-10-07 00:00:00.000000000,,,吉安市,804.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,161,出席在瑞金由中央代表团主持召开的中共中央苏区第一次代表大会(赣南会议),陈毅出席赣南会议（瑞金市）,888,1931-11-01 00:00:00.000000000,1931-11-05,,瑞金市,692.0,陈毅,agent_person/7993,,,,,参加,会议,,,,,Un2,赣南会议,
,7010021562,162,妻子萧菊英为躲敌机，“不幸失足落井死”。陈毅为其送葬归来，独自一人，思绪万千，当晚写下《忆友》之诗。,陈毅写诗悼念萧菊英（江西省）,894,1931-11-01 00:00:00.000000000,,1931-11-01 00:00:00,江西省,802.0,陈毅,agent_person/7993,萧菊英,agent_person/10238,夫妻,,追悼,,,,,,,,
,7010021562,161-162,"出席在瑞金叶坪召开的中华苏维埃第一次全国代表大会。选举产生了中华苏维埃共和国临时中央政府执行委员会,陈毅当选为中央执行委员。大会闭幕前，举行授旗、授章典礼，以表彰红军及其指战员在革命战争中所作出的贡献和功绩，陈毅获得大命授予的红星奖章1枚。",陈毅出席中华苏维埃第一次全国代表大会（瑞金市）,889,1931-11-07 00:00:00.000000000,1931-11-20,,瑞金市,692.0,陈毅,agent_person/7993,,,,,参加,会议,,,,,Un2,中华苏维埃第一次全国代表大会,
,7010021562,161-162,"出席在瑞金叶坪召开的中华苏维埃第一次全国代表大会。选举产生了中华苏维埃共和国临时中央政府执行委员会,陈毅当选为中央执行委员。大会闭幕前，举行授旗、授章典礼，以表彰红军及其指战员在革命战争中所作出的贡献和功绩，陈毅获得大命授予的红星奖章1枚。",陈毅任中华苏维埃共和国临时中央政府执行委员会中央执行委员（瑞金市）,890,1931-11-07 00:00:00.000000000,1931-11-20,,瑞金市,692.0,陈毅,agent_person/7993,,,,,,任职,,,,,,,
,7010021562,161-162,"出席在瑞金叶坪召开的中华苏维埃第一次全国代表大会。选举产生了中华苏维埃共和国临时中央政府执行委员会,陈毅当选为中央执行委员。大会闭幕前，举行授旗、授章典礼，以表彰红军及其指战员在革命战争中所作出的贡献和功绩，陈毅获得大命授予的红星奖章1枚。",陈毅被授予红星奖章（瑞金市）,1823,1931-11-07 00:00:00.000000000,1931-11-20,,瑞金市,692.0,陈毅,agent_person/7993,,,,,授予,,,,,,,,
